date,pred_14,pred_28,pred_56,pred_63,pred_70,pred_77,pred_84,pred_91,pred_98,pred_100,pred_105,pred_112,pred_119,pred_126,pred_133,roas_d100_error,pred_payback,pb_window_error
20231219,,,0.3730125346348349,0.40098064052911586,0.4289487464233967,0.45691685231767765,0.4848849582119586,0.5128530641062394,0.5408211700005203,0.5488120573988863,0.5687892758948011,0.596757381789082,0.6247254876833629,0.6526935935776438,0.6806616994719248,0.04848427776308854,276,17.0
20231220,,,0.26316470508561896,0.2828965308449789,0.30262835660433884,0.3223601823636989,0.3420920081230589,0.36182383388241884,0.3815556596417788,0.38719332414445307,0.4012874854011388,0.42101931116049873,0.4407511369198586,0.4604829626792186,0.48021478843857873,0.04824597313114579,355,22.0
20231221,,,0.7867595654465399,0.845750008921284,0.9047404523960281,0.9637308958707722,1.0227213393455163,1.0817117828202603,1.1407022262950044,1.1575566387163598,1.1996926697697483,1.2586831132444924,1.3176735567192364,1.3766640001939805,1.4356544436687249,0.05479683615531279,81,6.0
20231222,,,0.5150777120125474,0.5536977224833846,0.5923177329542219,0.630937743425059,0.6695577538958962,0.7081777643667333,0.7467977748375705,0.7578320635435241,0.7854177853084077,0.8240377957792449,0.8626578062500819,0.9012778167209192,0.9398978271917565,0.056791743779176763,174,13.0
20231223,,,0.4419750162126189,0.4751138598393142,0.5082527034660094,0.5413915470927047,0.5745303907193999,0.6076692343460952,0.6408080779727904,0.6502763190089891,0.6739469215994857,0.7070857652261808,0.740224608852876,0.7733634524795713,0.8065022961062667,0.05660715438160419,226,17.0
20231224,,,0.7564544230527003,0.8131726173322747,0.8698908116118492,0.9266090058914238,0.9833272001709984,1.0400453944505728,1.0967635887301472,1.1129687870957399,1.1534817830097217,1.2101999772892962,1.2669181715688704,1.323636365848445,1.3803545601280196,0.0574012367833868,14,1.0
20231225,,,0.5669515781455612,0.6094610390944478,0.6519705000433343,0.694479960992221,0.7369894219411077,0.7794988828899941,0.8220083438388807,0.8341539041099912,0.8645178047877674,0.9070272657366538,0.9495367266855403,0.992046187634427,1.0345556485833138,0.056922728903521014,127,9.0
20231226,,,0.5055283162596653,0.5434323226104145,0.5813363289611638,0.6192403353119129,0.6571443416626622,0.6950483480134113,0.7329523543641605,0.7437820704643746,0.7708563607149098,0.8087603670656589,0.8466643734164081,0.8845683797671573,0.9224723861179067,0.056767630889906155,181,13.0
20231227,,,0.4073986950132158,0.4379450407398438,0.46849138646647176,0.4990377321930999,0.5295840779197278,0.5601304236463558,0.5906767693729836,0.5994042967234489,0.6212231150996117,0.6517694608262397,0.6823158065528676,0.7128621522794956,0.7434084980061237,0.050975712676749586,251,17.0
20231228,,,0.3833946511095092,0.4121411976887786,0.440887744268048,0.4696342908473175,0.49838083742658695,0.5271273840058562,0.5558739305851257,0.5640872296077741,0.5846204771643951,0.6133670237436645,0.6421135703229338,0.6708601169022034,0.6996066634814729,0.05092104632358765,269,18.0
